size,naive_seconds,cuda_seconds
8,8.556800094083883e-05,0.007939114000691916
16,0.0004559249991871184,0.007817733001502347
32,0.00313639200066973,0.007495249999919906
64,0.022828376000688877,0.008317202000398538
128,0.17176170399943658,0.009841286999289878
256,1.5412409019991173,0.019778892999966047
